sim_time;Year;Month;Day;Hour;Minute;Seconds;Borehole;Chamber;depth in borehole;pressure;pressure_window_start;pressure_window_end;pressure_diff;pressure_avgPrůměr před;Průměr po;Rozdíl průměrů;Druh změny
0.2916666666666667;2024;3;11;7;0;0;L5-22DR;2;14,66;769.1558790000006;769.7086290000007;769.1558790000006;0.55275000000006;769.9702227500002;769.0269727499999;0.9432500000002619;nevysvětleno
0.3333333333333333;2024;3;11;7;59;59;L5-22DR;2;14,66;768.3047539999998;768.8767539999988;768.3047539999998;0.5719999999989795;769.0269727499999;768.1397539999994;0.8872187500005566;nevysvětleno
0.34027777777777785;2024;3;11;8;10;0;L5-50UL;2;12,58;2.5591260000002505;1.8989490000005202;2.5591260000002505;0.6601769999997302;2.368246249999374;1.8247870000000677;0.5434592499993065;nevysvětleno
0.34027777777777785;2024;3;11;8;10;0;L5-23UR;2;10,12;152.32711499999886;152.85287300000024;152.32711499999886;0.5257580000013888;153.14679550000005;152.34759050000002;0.799205000000029;nevysvětleno
0.34027777777777785;2024;3;11;8;10;0;L5-22DR;2;14,66;768.9413789999994;768.3047539999998;768.9413789999994;0.6366249999996398;768.9946602499997;767.6502539999996;1.3444062500001337;nevysvětleno
0.34722222222222227;2024;3;11;8;19;59;L5-22DR;2;14,66;767.687378999999;768.9413789999994;767.687378999999;1.2540000000003602;768.8674727499994;767.3890039999997;1.4784687499997062;nevysvětleno
0.3541666666666667;2024;3;11;8;30;0;L5-37R;0;3,69;120.69696060000012;121.45020640000016;120.69696060000012;0.7532458000000304;121.27458259999995;120.71656854999999;0.5580140499999544;nevysvětleno
0.3541666666666667;2024;3;11;8;30;0;L5-24DR;2;9,15;53.27411400000073;53.80657399999886;53.27411400000073;0.5324599999981317;54.13144200000007;53.56022700000017;0.5712149999999028;nevysvětleno
0.3680555555555556;2024;3;11;8;50;0;L5-24DR;2;9,15;54.150314000000236;53.63537800000076;54.150314000000236;0.5149359999994729;53.70749599999952;53.13695500000037;0.5705409999991531;nevysvětleno
0.3680555555555556;2024;3;11;8;50;0;L5-22DR;2;14,66;766.9833790000007;767.9445039999989;766.9833790000007;0.9611249999982192;768.2298164999995;767.2604414999989;0.9693750000005821;nevysvětleno
0.3819444444444444;2024;3;11;9;9;59;L5-24DR;2;9,15;53.65829400000053;52.796921999999135;53.65829400000053;0.8613720000013956;53.71659500000015;53.1265080000007;0.5900869999994498;nevysvětleno
0.3819444444444444;2024;3;11;9;9;59;L5-22DR;2;14,66;767.515503999999;766.6423789999988;767.515503999999;0.8731250000003001;767.6502539999996;767.1380664999997;0.5121874999998681;nevysvětleno
0.3888888888888889;2024;3;11;9;20;0;L5-23UR;2;10,12;151.9440250000001;152.55168499999894;151.9440250000001;0.6076599999988446;152.2973925;151.59627174999952;0.7011207500004843;nevysvětleno
0.4027777777777778;2024;3;11;9;40;0;L5-24DR;2;9,15;53.85240600000085;53.27411400000073;53.85240600000085;0.5782920000001184;53.356005000000245;52.78142000000027;0.5745849999999777;nevysvětleno
0.4027777777777778;2024;3;11;9;40;0;L5-22DR;1;11,19;167.9937978000002;167.45503980000032;167.9937978000002;0.5387579999998877;167.93692890000028;167.36892015000038;0.5680087499999047;nevysvětleno
0.4027777777777778;2024;3;11;9;40;0;L5-22DR;2;14,66;766.8568789999999;767.515503999999;766.8568789999999;0.6586249999991196;767.1274102499993;766.5258477500001;0.6015624999992042;nevysvětleno
0.4097222222222222;2024;3;11;9;49;59;L5-37UR;2;22,74;396.96797000000043;397.8347940000007;396.96797000000043;0.8668240000002925;397.7594180000001;398.26685999999995;0.5074419999998554;nevysvětleno
0.4166666666666667;2024;3;11;10;0;0;L5-23UR;2;10,12;151.07876999999922;151.60056499999982;151.07876999999922;0.5217950000005942;152.05036549999954;151.36806899999988;0.6822964999996657;nevysvětleno
0.4236111111111111;2024;3;11;10;9;59;L5-23UR;2;10,12;152.2069040000008;151.07876999999922;152.2069040000008;1.1281340000015803;151.81258549999976;150.98464874999988;0.8279367499998784;nevysvětleno
0.4236111111111111;2024;3;11;10;9;59;L5-24DR;2;9,15;53.11774600000074;52.389825999999566;53.11774600000074;0.727920000001177;53.1265080000007;52.54012800000077;0.5863799999999273;nevysvětleno
0.4236111111111111;2024;3;11;10;9;59;L5-22DR;2;14,66;766.1762539999988;766.8115040000007;766.1762539999988;0.6352500000018608;767.1380664999997;765.5750352500002;1.5630312499995398;nevysvětleno
0.4305555555555556;2024;3;11;10;20;0;L5-23UR;2;10,12;150.9744109999996;152.2069040000008;150.9744109999996;1.2324930000011989;151.59627174999952;150.86873099999968;0.7275407499998323;nevysvětleno
0.4375;2024;3;11;10;30;0;L5-23UR;2;10,12;151.47903299999908;150.9744109999996;151.47903299999908;0.5046219999994719;151.69270474999996;150.82381700000016;0.8688877499998;nevysvětleno
0.4375;2024;3;11;10;30;0;L5-22DR;2;14,66;765.5368790000011;766.3041289999999;765.5368790000011;0.7672499999987394;766.6640352500001;765.255004;1.4090312500001119;nevysvětleno
0.4444444444444444;2024;3;11;10;39;59;L5-23UR;2;10,12;150.81192800000014;151.47903299999908;150.81192800000014;0.6671049999989407;151.46516249999985;150.7339889999999;0.7311734999999544;nevysvětleno
0.4513888888888889;2024;3;11;10;50;0;L5-22DR;2;14,66;764.9415039999999;765.5176289999997;764.9415039999999;0.5761249999998199;766.2071915000001;764.6685665;1.5386250000001382;nevysvětleno
0.4583333333333333;2024;3;11;10;59;59;L5-22DR;2;14,66;765.4928789999997;764.9415039999999;765.4928789999997;0.5513749999997799;765.8837227499998;764.3440665;1.53965624999978;nevysvětleno
0.4652777777777778;2024;3;11;11;10;0;L5-23UR;2;10,12;151.29937700000093;150.51073999999886;151.29937700000093;0.788637000002069;150.98464874999988;150.14185075;0.842797999999874;nevysvětleno
0.4722222222222222;2024;3;11;11;19;59;L5-23UR;2;10,12;150.452615999999;151.29937700000093;150.452615999999;0.8467610000019192;150.86873099999968;149.92883950000044;0.9398914999992485;nevysvětleno
0.4722222222222222;2024;3;11;11;19;59;L5-22DR;2;14,66;764.065628999999;765.0680040000007;764.065628999999;1.0023750000016207;765.37222275;763.6789102500002;1.69331249999982;nevysvětleno
0.4791666666666667;2024;3;11;11;30;0;L5-23UR;2;10,12;149.60057100000085;150.452615999999;149.60057100000085;0.8520449999981565;150.82381700000016;150.00512725000038;0.818689749999777;nevysvětleno
0.4791666666666667;2024;3;11;11;30;0;L5-37UR;2;22,74;398.7070019999997;398.0030440000007;398.7070019999997;0.7039579999989769;397.82739099999986;398.6087439999999;0.7813530000000242;nevysvětleno
0.4861111111111111;2024;3;11;11;39;59;L5-23UR;2;10,12;150.81192800000014;149.60057100000085;150.81192800000014;1.211356999999282;150.7339889999999;149.8588265000006;0.8751624999993055;nevysvětleno
0.4930555555555556;2024;3;11;11;50;0;L5-22DR;2;14,66;763.5582540000007;764.1948790000004;763.5582540000007;0.6366249999996398;764.6685665;763.1179102499998;1.550656250000202;nevysvětleno
0.5;2024;3;11;12;0;0;L5-22DR;2;14,66;762.9147539999997;763.5582540000007;762.9147539999997;0.6435000000010405;764.3440665;763.19834775;1.1457187500000146;nevysvětleno
0.5208333333333334;2024;3;11;12;29;59;L5-24DR;2;9,15;51.315469999998925;51.97868599999918;51.315469999998925;0.6632160000002543;52.36185499999939;51.78727000000002;0.5745849999993666;nevysvětleno
0.5277777777777778;2024;3;11;12;40;0;L5-24DR;2;9,15;51.93689800000047;51.315469999998925;51.93689800000047;0.6214280000015435;52.28636699999934;51.69088800000001;0.5954789999993295;nevysvětleno
0.5416666666666666;2024;3;11;13;0;0;L5-22DR;2;14,66;762.4073789999989;763.3451289999998;762.4073789999989;0.9377500000009604;763.19834775;762.3042539999997;0.8940937500003656;nevysvětleno
0.5555555555555556;2024;3;11;13;20;0;L5-22DR;1;11,19;166.13263380000018;166.6730244000004;166.13263380000018;0.5403906000002223;166.71642435000007;166.13916420000004;0.5772601500000292;nevysvětleno
0.5555555555555556;2024;3;11;13;20;0;L5-22DR;2;14,66;761.4682540000001;762.5545039999988;761.4682540000001;1.0862499999986994;763.0457227499995;762.4386602500003;0.6070624999991878;nevysvětleno
0.5625;2024;3;11;13;30;0;L5-22DR;2;14,66;762.9147539999997;761.4682540000001;762.9147539999997;1.4464999999995598;762.8858789999995;762.1200040000003;0.7658749999991414;nevysvětleno
0.5763888888888888;2024;3;11;13;50;0;L5-23UR;2;10,12;149.43940899999924;150.06952600000028;149.43940899999924;0.6301170000010359;149.78220850000002;149.2435707500002;0.5386377499998218;nevysvětleno
0.5833333333333334;2024;3;11;13;59;59;L5-24DR;2;9,15;52.64594600000026;51.722566000000946;52.64594600000026;0.9233799999993124;51.58271100000003;50.57710299999991;1.005608000000123;nevysvětleno
0.5902777777777778;2024;3;11;14;10;0;L5-24DR;2;9,15;50.34625800000008;52.64594600000026;50.34625800000008;2.299688000000181;51.70066100000015;50.51273599999966;1.1879250000004902;nevysvětleno
0.6041666666666666;2024;3;11;14;30;0;L5-23UR;2;10,12;148.7551309999992;149.27824700000005;148.7551309999992;0.5231160000008401;149.61246000000025;148.8046684999997;0.8077915000005476;nevysvětleno
0.6041666666666666;2024;3;11;14;30;0;L5-24DR;2;9,15;51.07687399999935;50.495886000001136;51.07687399999935;0.5809879999982144;51.72222900000027;49.9853309999995;1.736898000000771;nevysvětleno
0.6111111111111112;2024;3;11;14;39;59;L5-24DR;2;9,15;50.38939399999906;51.07687399999935;50.38939399999906;0.6874800000002921;51.302664000000604;50.01195400000002;1.2907100000005869;nevysvětleno
0.6180555555555556;2024;3;11;14;50;0;L5-22DR;2;14,66;760.637754000001;761.3417539999994;760.637754000001;0.7039999999983593;761.7095664999999;760.35003525;1.3595312499999181;nevysvětleno
0.625;2024;3;11;15;0;0;L5-22DR;2;14,66;759.5515039999998;760.637754000001;759.5515039999998;1.0862500000012005;761.5177539999995;760.4187852500002;1.098968749999358;nevysvětleno
0.6319444444444444;2024;3;11;15;9;59;L5-22DR;2;14,66;760.4012540000003;759.5515039999998;760.4012540000003;0.8497500000005402;761.2671602499997;760.2438165000001;1.0233437499996398;nevysvětleno
0.6388888888888888;2024;3;11;15;20;0;L5-24DR;2;9,15;50.495886000001136;49.571157999999095;50.495886000001136;0.924728000002041;50.36175999999956;49.78650100000006;0.5752589999995052;nevysvětleno
0.6458333333333334;2024;3;11;15;29;59;L5-23UR;2;10,12;148.77494600000085;149.33901300000042;148.77494600000085;0.564066999999568;148.8046684999997;148.0774579999993;0.7272105000004103;nevysvětleno
0.6527777777777778;2024;3;11;15;40;0;L5-22DR;2;14,66;759.8265040000008;760.5538789999989;759.8265040000008;0.7273749999981192;760.3710040000004;759.8282227499999;0.5427812500005302;nevysvětleno
0.6597222222222222;2024;3;11;15;49;59;L5-23UR;2;10,12;147.7657019999995;148.7551309999992;147.7657019999995;0.989428999999717;148.9958832500002;147.9044069999995;1.0914762500006816;nevysvětleno
0.6666666666666666;2024;3;11;16;0;0;L5-22DR;2;14,66;760.4466289999996;759.7013790000003;760.4466289999996;0.7452499999992597;760.4187852500002;759.3758477499996;1.042937500000562;nevysvětleno
0.6736111111111112;2024;3;11;16;9;59;L5-22DR;2;14,66;759.7852539999999;760.4466289999996;759.7852539999999;0.6613749999996799;760.2438165000001;759.2163477499997;1.0274687500003665;nevysvětleno
0.6875000000000001;2024;3;11;16;30;0;L5-22DR;2;14,66;758.7870039999991;759.3796289999998;758.7870039999991;0.5926250000006803;759.9399415000001;759.1352227499999;0.8047187500002337;nevysvětleno
0.6944444444444445;2024;3;11;16;39;59;L5-22DR;2;14,66;759.5515039999998;758.7870039999991;759.5515039999998;0.7645000000006803;759.8282227499999;758.6718477500001;1.156374999999798;nevysvětleno
0.701388888888889;2024;3;11;16;50;0;L5-24DR;2;9,15;50.044305999999864;49.22741800000018;50.044305999999864;0.8168879999996861;49.86704399999992;49.01713000000025;0.8499139999996714;nevysvětleno
0.7083333333333334;2024;3;11;16;59;59;L5-23UR;2;10,12;147.39846399999917;147.9044069999989;147.39846399999917;0.5059429999997462;147.7122014999994;148.2389502499998;0.5267487500003938;nevysvětleno
0.7152777777777779;2024;3;11;17;10;0;L5-24DR;2;9,15;49.03330599999986;49.89198200000071;49.03330599999986;0.8586760000008482;49.78616399999999;48.86649099999959;0.919673000000401;nevysvětleno
0.7152777777777779;2024;3;11;17;10;0;L5-22DR;2;14,66;758.5477540000004;759.2943789999999;758.5477540000004;0.7466249999995398;759.2163477499997;757.7083165000001;1.5080312499995898;nevysvětleno
0.7222222222222223;2024;3;11;17;19;59;L5-49DL;0;5,68;52.63081600000007;54.252785999999865;52.63081600000007;1.6219699999997985;53.54120012500002;54.27795449999998;0.7367543749999612;nevysvětleno
0.7222222222222223;2024;3;11;17;19;59;L5-22DR;2;14,66;757.6980039999999;758.5477540000004;757.6980039999999;0.8497500000005402;759.1950352499997;757.5594727500004;1.6355624999993097;nevysvětleno
0.7291666666666667;2024;3;11;17;30;0;L5-49DL;0;5,68;53.94253900000009;52.63081600000007;53.94253900000009;1.311723000000022;53.71795537499997;54.50895362499999;0.7909982500000226;nevysvětleno
0.7361111111111112;2024;3;11;17;39;59;L5-22DR;2;14,66;758.4432539999991;757.4188790000005;758.4432539999991;1.0243749999985994;758.6718477500001;757.233941500001;1.4379062499990596;nevysvětleno
0.7430555555555557;2024;3;11;17;50;0;L5-49DL;0;5,68;54.57208049999998;54.0297239999999;54.57208049999998;0.542356500000075;53.548109125;54.910580375000045;1.3624712500000413;nevysvětleno
0.7430555555555557;2024;3;11;17;50;0;L5-22DR;2;14,66;757.2731290000008;758.4432539999991;757.2731290000008;1.1701249999982792;758.2397540000002;757.233941500001;1.0058124999991378;nevysvětleno
0.7569444444444445;2024;3;11;18;9;59;L5-23UR;2;10,12;146.91365699999892;147.66266400000012;146.91365699999892;0.7490070000011997;148.15803899999952;146.9589012500003;1.1991377499992097;nevysvětleno
0.7847222222222222;2024;3;11;18;49;59;L5-22DR;2;14,66;756.0975039999989;757.2731290000008;756.0975039999989;1.1756250000019008;757.233941500001;756.4395352500005;0.7944062500005202;nevysvětleno
0.8055555555555556;2024;3;11;19;20;0;L5-22DR;2;14,66;756.1415040000004;756.7808790000006;756.1415040000004;0.6393750000002001;756.7550977500003;755.6035352499996;1.1515625000007503;nevysvětleno
0.8125;2024;3;11;19;30;0;L5-24DR;2;9,15;49.74370199999992;48.75292199999914;49.74370199999992;0.9907800000007825;49.71640499999988;48.49983500000029;1.2165699999995923;nevysvětleno
0.8194444444444444;2024;3;11;19;39;59;L5-24DR;2;9,15;48.47253800000086;49.74370199999992;48.47253800000086;1.271163999999061;49.1839449999999;48.56453899999999;0.6194059999999126;nevysvětleno
0.8263888888888888;2024;3;11;19;50;0;L5-23UR;2;10,12;145.90441299999995;146.59133300000053;145.90441299999995;0.6869200000005833;146.91927125000004;146.4133282499997;0.5059430000003431;nevysvětleno
0.8263888888888888;2024;3;11;19;50;0;L5-22DR;2;14,66;755.0332539999997;756.1868789999996;755.0332539999997;1.15362499999992;756.4395352500005;754.6125039999997;1.8270312500008004;nevysvětleno
0.8402777777777778;2024;3;11;20;10;0;L5-24DR;2;9,15;47.91446599999996;48.859414000001216;47.91446599999996;0.9449480000012542;48.930520999999764;47.89828999999973;1.0322310000000314;nevysvětleno
0.8472222222222222;2024;3;11;20;19;59;L5-24DR;2;9,15;48.73135399999965;47.91446599999996;48.73135399999965;0.8168879999996861;48.957144000000284;47.61318799999988;1.3439560000004036;nevysvětleno
0.8541666666666666;2024;3;11;20;30;0;L5-24DR;2;9,15;47.78505800000057;48.73135399999965;47.78505800000057;0.9462959999990801;48.49983500000029;47.602403999999524;0.8974310000007648;nevysvětleno
0.8611111111111112;2024;3;11;20;39;59;L5-24DR;2;9,15;47.031525999999076;47.78505800000057;47.031525999999076;0.753532000001492;48.56453899999999;47.87739599999976;0.6871430000002263;nevysvětleno
0.8680555555555556;2024;3;11;20;50;0;L5-24DR;2;9,15;48.045221999999626;47.031525999999076;48.045221999999626;1.0136960000005502;48.32257300000035;47.75944599999964;0.5631270000007049;nevysvětleno
0.9236111111111112;2024;3;11;22;9;59;L5-22DR;2;14,66;752.8593789999995;753.3901290000001;752.8593789999995;0.5307500000005803;754.180066500001;752.4420665000002;1.7380000000007385;nevysvětleno
0.9375;2024;3;11;22;30;0;L5-24DR;2;9,15;47.35504599999879;47.891550000000194;47.35504599999879;0.5365040000014076;47.698786000000155;47.19867800000003;0.5001080000001252;nevysvětleno
0.9444444444444444;2024;3;11;22;39;59;L5-37UR;2;22,74;398.8523699999999;399.57651800000053;398.8523699999999;0.7241480000006391;398.9563484999997;399.56776899999994;0.6114205000002357;nevysvětleno
0.9583333333333334;2024;3;11;22;59;59;L5-23UR;2;10,12;144.246558000001;145.47772999999953;144.246558000001;1.231171999998537;145.41333125000023;144.60058599999985;0.8127452500003756;nevysvětleno
0.9583333333333334;2024;3;11;22;59;59;L5-22DR;2;14,66;751.8116290000012;752.4111290000008;751.8116290000012;0.5994999999995798;752.5541289999999;751.8552852499995;0.6988437500003783;nevysvětleno
0.9791666666666666;2024;3;11;23;30;0;L5-22DR;2;14,66;752.2818789999994;751.494003999999;752.2818789999994;0.7878750000004402;752.1430040000005;751.5355977500001;0.6074062500003947;nevysvětleno
0.9861111111111112;2024;3;11;23;39;59;L5-22DR;2;14,66;751.4706289999992;752.2818789999994;751.4706289999992;0.8112500000002001;751.9728477500003;751.46134775;0.5115000000002965;nevysvětleno
1.0138888888888888;2024;3;12;0;20;0;L5-24DR;2;9,15;47.506022000000115;46.838761999999036;47.506022000000115;0.6672600000010789;47.72507199999999;46.61196099999942;1.113111000000572;nevysvětleno
1.0208333333333333;2024;3;12;0;29;59;L5-22DR;2;14,66;752.537628999999;751.1736289999988;752.537628999999;1.3640000000002601;751.5355977500001;751.0027852499995;0.5328125000005457;nevysvětleno
1.0277777777777777;2024;3;12;0;40;0;L5-24DR;2;9,15;46.47075800000008;47.31056199999953;46.47075800000008;0.8398039999994467;47.31157299999973;46.343371999999256;0.9682010000004766;nevysvětleno
1.0277777777777777;2024;3;12;0;40;0;L5-22DR;2;14,66;751.665878999999;752.537628999999;751.665878999999;0.87175000000002;751.46134775;750.6817227499998;0.7796250000001237;nevysvětleno
1.0347222222222223;2024;3;12;0;49;59;L5-23UR;2;10,12;144.5305730000012;145.23598700000073;144.5305730000012;0.7054139999995357;145.10586849999945;144.24226475000012;0.8636037499993279;nevysvětleno
1.0416666666666667;2024;3;12;1;0;0;L5-23UR;2;10,12;143.90441900000098;144.5305730000012;143.90441900000098;0.6261540000002128;145.16102024999986;144.61082375000012;0.5501964999997426;nevysvětleno
1.0416666666666667;2024;3;12;1;0;0;L5-22DR;2;14,66;750.1698789999994;751.1942540000005;750.1698789999994;1.0243750000011005;751.6215352499994;750.2877852499996;1.3337499999997817;nevysvětleno
1.0486111111111112;2024;3;12;1;9;59;L5-22DR;2;14,66;750.9811289999996;750.1698789999994;750.9811289999996;0.8112500000002001;751.6428477499993;749.7969102499997;1.8459374999996498;nevysvětleno
1.0555555555555556;2024;3;12;1;20;0;L5-22DR;2;14,66;750.381629;750.9811289999996;750.381629;0.5994999999995798;751.3919102499995;749.5353164999995;1.8565937500000018;nevysvětleno
1.0625;2024;3;12;1;30;0;L5-22DR;2;14,66;749.7890039999993;750.381629;749.7890039999993;0.5926250000006803;751.0027852499995;749.2513789999998;1.751406249999718;nevysvětleno
1.0763888888888888;2024;3;12;1;50;0;L5-22DR;2;14,66;749.0176289999997;749.9993789999996;749.0176289999997;0.98174999999992;750.3304102499995;748.7921290000002;1.538281249999386;nevysvětleno
1.0902777777777777;2024;3;12;2;10;0;L5-22DR;2;14,66;748.6532540000005;749.3352539999994;748.6532540000005;0.6819999999988795;749.7969102499997;748.3985352500006;1.3983749999990778;nevysvětleno
1.1041666666666667;2024;3;12;2;30;0;L5-24DR;2;9,15;46.25777400000082;45.48267399999985;46.25777400000082;0.7751000000009753;46.23620600000011;45.07355599999986;1.162650000000248;nevysvětleno
1.1041666666666667;2024;3;12;2;30;0;L5-22DR;2;14,66;748.8691289999995;748.3108790000008;748.8691289999995;0.5582499999986794;749.2513789999998;748.1640977500003;1.087281249999478;nevysvětleno
1.1111111111111112;2024;3;12;2;39;59;L5-23UR;2;10,12;143.98632100000086;144.50811599999903;143.98632100000086;0.5217949999981784;144.24193450000007;143.6755557500006;0.5663787499994726;nevysvětleno
1.1111111111111112;2024;3;12;2;39;59;L5-24DR;2;9,15;45.116018000001155;46.25777400000082;45.116018000001155;1.141755999999667;45.92380700000021;45.07355599999986;0.8502510000003483;nevysvětleno
1.1111111111111112;2024;3;12;2;39;59;L5-22DR;2;14,66;748.250379000001;748.8691289999995;748.250379000001;0.6187499999984993;748.829254;748.0568477500003;0.7724062499996762;nevysvětleno
1.1597222222222223;2024;3;12;3;49;59;L5-24DR;2;9,15;45.56759799999998;44.89764200000081;45.56759799999998;0.6699559999991749;45.1328680000003;44.551880000000246;0.5809880000000547;nevysvětleno
1.1597222222222223;2024;3;12;3;49;59;L5-22DR;2;14,66;747.6302539999997;748.1403790000011;747.6302539999997;0.5101250000013806;747.9286289999998;747.2779102500004;0.6507187499993279;nevysvětleno
1.1875;2024;3;12;4;30;0;L5-22DR;2;14,66;746.6278790000006;747.4583789999997;746.6278790000006;0.8304999999991196;747.6990040000005;746.5849102500006;1.1140937499999382;nevysvětleno
1.2013888888888888;2024;3;12;4;50;0;L5-22DR;2;14,66;746.9455040000003;746.3707540000007;746.9455040000003;0.5747499999995398;747.2779102500004;746.2394415000002;1.03846875000022;nevysvětleno
1.2222222222222223;2024;3;12;5;19;59;L5-22DR;2;14,66;745.625503999999;746.3308790000001;745.625503999999;0.7053750000011405;746.6591602500007;745.6512852499999;1.0078750000008085;nevysvětleno
1.2291666666666667;2024;3;12;5;30;0;L5-22DR;2;14,66;746.3088790000006;745.625503999999;746.3088790000006;0.6833750000016607;746.5849102500006;745.4374727499994;1.1474375000011605;nevysvětleno
1.2361111111111112;2024;3;12;5;39;59;L5-22DR;2;14,66;745.7740039999992;746.3088790000006;745.7740039999992;0.5348750000014206;746.3985977500001;745.1494102499996;1.2491875000005166;nevysvětleno
