Date,L5-50UL_0_pressure,L5-50UL_0_flow,L5-50UL_1_pressure,L5-50UL_1_flow,L5-50UL_2_pressure,L5-50UL_2_flow,L5-49DL_0_pressure,L5-49DL_0_flow,L5-49DL_1_pressure,L5-49DL_1_flow,L5-49DL_2_pressure,L5-49DL_2_flow,L5-37UR_0_pressure,L5-37UR_0_flow,L5-37UR_1_pressure,L5-37UR_1_flow,L5-37UR_2_pressure,L5-37UR_2_flow,L5-37R_0_pressure,L5-37R_0_flow,L5-37R_1_pressure,L5-37R_1_flow,L5-37R_2_pressure,L5-37R_2_flow,L5-26R_0_pressure,L5-26R_0_flow,L5-26R_1_pressure,L5-26R_1_flow,L5-26R_2_pressure,L5-26R_2_flow,L5-24DR_0_pressure,L5-24DR_0_flow,L5-24DR_1_pressure,L5-24DR_1_flow,L5-24DR_2_pressure,L5-24DR_2_flow,L5-23UR_0_pressure,L5-23UR_0_flow,L5-23UR_1_pressure,L5-23UR_1_flow,L5-23UR_2_pressure,L5-23UR_2_flow,L5-22DR_0_pressure,L5-22DR_0_flow,L5-22DR_1_pressure,L5-22DR_1_flow,L5-22DR_2_pressure,L5-22DR_2_flow
2025-03-25 10:21:00,17.12130619999916,0.0,84.0301680399995,0.0,373.21872743999995,0.0,974.1816320000007,0.0,-17.190100600000168,0.0,-6.009686000000218,0.0,28.393869962264237,0.0,-2.89195653773532,0.0,-23.843893184905856,0.0,301.0941156679245,0.0,-27.25706650566041,0.0,2.7436466301885125,0.0,11.19827777735845,0.0,4.159561943396139,0.0,26.53272302528299,0.0,-32.74983090566024,0.0,7.204996337736121,0.0,-12.537484999999847,0.0,26.53272302528299,0.0,-7.525064643395772,0.0,63.57737361698122,0.0,237.96110756603625,0.0,-41.095081256603606,0.0,-21.2820589528302,0.0
2025-03-25 10:22:00,17.194600399999175,0.0,83.4879257799995,0.0,371.30413207999993,0.0,974.4883360000007,0.0,-17.020799500000557,0.0,-6.0415990000001365,0.0,28.404714150943473,0.0,-2.897317349056075,0.0,-23.842787860377552,0.0,301.0835265283019,0.0,-27.25550597735852,0.0,2.7434888792451195,0.0,11.198520690565996,0.0,4.160683226415007,0.0,26.532603088867894,0.0,-32.75677437735833,0.0,7.193704749056873,0.0,-12.536985899999847,0.0,26.532603088867894,0.0,-7.525793526414632,0.0,63.57763193207556,0.0,237.97202973584757,0.0,-41.10038977358475,0.0,-21.28188548867925,0.0
2025-03-25 10:23:00,17.267894599999185,0.0,82.94568351999949,0.0,369.3895367199999,0.0,974.738194000001,0.0,-17.25913600000028,0.0,-6.038967000000199,0.0,28.41555833962271,0.0,-2.90267816037683,0.0,-23.841682535849245,0.0,301.07293738867924,0.0,-27.25394544905663,0.0,2.743331128301727,0.0,11.198763603773543,0.0,4.161804509433876,0.0,26.532483152452798,0.0,-32.76371784905643,0.0,7.182413160377624,0.0,-12.536486799999846,0.0,26.532483152452798,0.0,-7.526522409433492,0.0,63.577890247169904,0.0,237.9829519056589,0.0,-41.105698290565904,0.0,-21.2817120245283,0.0
2025-03-25 10:24:00,17.3411887999992,0.0,82.4034412599995,0.0,367.4749413599999,0.0,974.1446160000004,0.0,-17.198319100000845,0.0,-6.079434000000065,0.0,28.426402528301946,0.0,-2.908038971697585,0.0,-23.84057721132094,0.0,301.0623482490566,0.0,-27.25238492075474,0.0,2.743173377358334,0.0,11.19900651698109,0.0,4.162925792452744,0.0,26.532363216037705,0.0,-32.77066132075452,0.0,7.171121571698375,0.0,-12.535987699999847,0.0,26.532363216037705,0.0,-7.527251292452354,0.0,63.57814856226425,0.0,237.99387407547022,0.0,-41.11100680754705,0.0,-21.281538560377353,0.0
2025-03-25 10:25:00,17.41448299999921,0.0,81.86119899999949,0.0,365.56034599999987,0.0,974.567656,0.0,-17.1643493000009,0.0,-6.060516500000101,19536.0,28.437246716981186,0.0,-2.91339978301834,0.0,-23.839471886792637,0.0,301.05175910943393,0.0,-27.250824392452845,0.0,2.743015626414941,0.0,11.199249430188635,0.0,4.164047075471613,0.0,26.53224327962261,0.0,-32.777604792452614,0.0,7.159829983019127,0.0,-12.535488599999846,0.0,26.53224327962261,0.0,-7.527980175471214,0.0,63.578406877358596,0.0,238.00479624528154,0.0,-41.1163153245282,0.0,-21.281365096226402,0.0
2025-03-25 10:26:00,17.110986799998987,0.0,81.36982311999957,0.0,363.73736079999986,0.0,974.2781379999999,0.0,-17.16505600000028,0.0,-6.09292300000012,0.0,28.448090905660422,0.0,-2.918760594339095,0.0,-23.83836656226433,0.0,301.0411699698113,0.0,-27.249263864150954,0.0,2.742857875471548,0.0,11.199492343396182,0.0,4.165168358490481,0.0,26.532123343207513,0.0,-32.78454826415071,0.0,7.1485383943398775,0.0,-12.534989499999845,0.0,26.532123343207513,0.0,-7.528709058490074,0.0,63.57866519245294,0.0,238.01571841509286,0.0,-41.12162384150935,0.0,-21.281191632075455,0.0
2025-03-25 10:27:00,16.80749059999876,0.0,80.87844723999964,0.0,361.91437559999986,0.0,974.1446160000004,0.0,-17.266806600000844,0.0,-6.0901265000001485,0.0,28.458935094339658,0.0,-2.92412140565985,0.0,-23.837261237736026,0.0,301.0305808301887,0.0,-27.247703335849064,0.0,2.7427001245281555,0.0,11.199735256603729,0.0,4.1662896415093496,0.0,26.532003406792416,0.0,-32.7914917358488,0.0,7.137246805660629,0.0,-12.534490399999846,0.0,26.532003406792416,0.0,-7.5294379415089345,0.0,63.57892350754729,0.0,238.02664058490421,0.0,-41.1269323584905,0.0,-21.281018167924504,0.0
2025-03-25 10:28:00,16.50399439999854,0.0,80.38707135999972,0.0,360.09139039999985,0.0,208.66166799999965,0.0,-16.986281800000505,0.0,-6.028274500000116,0.0,28.469779283018894,0.0,-2.929482216980605,0.0,-23.83615591320772,0.0,301.01999169056603,0.0,-27.246142807547173,0.0,2.7425423735847625,0.0,11.199978169811276,0.0,4.167410924528218,0.0,26.53188347037732,0.0,-32.798435207546895,0.0,7.12595521698138,0.0,-12.533991299999846,0.0,26.53188347037732,0.0,-7.530166824527795,0.0,63.57918182264163,0.0,238.03756275471554,0.0,-41.132240875471645,0.0,-21.280844703773557,0.0
2025-03-25 10:29:00,16.200498199998314,0.0,79.8956954799998,0.0,358.26840519999985,0.0,973.7982520000007,0.0,-17.12270890000039,0.0,-6.1333900000002854,0.0,28.480623471698134,0.0,-2.9348430283013602,0.0,-23.835050588679415,0.0,301.0094025509434,0.0,-27.24458227924528,0.0,2.7423846226413695,0.0,11.200221083018821,0.0,4.168532207547087,0.0,26.531763533962224,0.0,-32.80537867924499,0.0,7.114663628302131,0.0,-12.533492199999845,0.0,26.531763533962224,0.0,-7.530895707546655,0.0,63.57944013773597,0.0,238.04848492452686,0.0,-41.1375493924528,0.0,-21.280671239622606,0.0
2025-03-25 10:30:00,15.897001999998093,0.0,79.40431959999988,0.0,356.44541999999984,0.0,929.5099300000005,0.0,-17.173663600000808,0.0,-6.020049500000235,0.0,28.49146766037737,0.0,-2.9402038396221153,0.0,-23.83394526415111,0.0,300.9988134113207,0.0,-27.243021750943388,0.0,2.7422268716979765,0.0,11.200463996226368,0.0,4.169653490565955,0.0,26.53164359754713,0.0,-32.81232215094308,0.0,7.103372039622883,0.0,-12.532993099999846,0.0,26.53164359754713,0.0,-7.531624590565516,0.0,63.57969845283032,0.0,238.05940709433818,0.0,-41.14285790943394,0.0,-21.28049777547166,0.0
